,#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score,lifespan_x,lifespan_y,edgetype
427,Cenpe,Cdk1,2103478,2094764,10090.ENSMUSP00000057938,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.758,0.11,0.0,0.618,0.91,,,
428,Birc5,Ccna2,2106931,2097462,10090.ENSMUSP00000079124,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.855,0.11199999999999999,0.0,0.358,0.91,,,
429,Cdca8,Mad1l1,2107296,2098220,10090.ENSMUSP00000081319,10090.ENSMUSP00000031534,0.0,0.0,0.0,0.0,0.085,0.0,0.9,0.09699999999999999,0.91,,,
430,Bub1b,Crebbp,2099749,2095752,10090.ENSMUSP00000037126,10090.ENSMUSP00000023165,0.0,0.0,0.0,0.0,0.05,0.098,0.9,0.08,0.91,reduced,,
431,Rps6,Mtor,2110399,2110226,10090.ENSMUSP00000099878,10090.ENSMUSP00000099510,0.0,0.0,0.0,0.0,0.095,0.308,0.0,0.865,0.909,,,
432,Cenpe,Crebbp,2103478,2095752,10090.ENSMUSP00000057938,10090.ENSMUSP00000023165,0.0,0.0,0.0,0.0,0.09,0.067,0.9,0.064,0.909,,,
433,Igf1,Irs2,2103282,2100009,10090.ENSMUSP00000056668,10090.ENSMUSP00000038514,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.816,0.909,extened,extened,extened;extened
434,Cenpe,Ccna2,2103478,2097462,10090.ENSMUSP00000057938,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.8340000000000001,0.115,0.0,0.425,0.9079999999999999,,,
435,Cdc16,Cdkn1a,2101759,2095964,10090.ENSMUSP00000047950,10090.ENSMUSP00000023829,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.111,0.907,,,
436,Ccna2,Aurka,2097462,2097382,10090.ENSMUSP00000029270,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.836,0.115,0.0,0.41200000000000003,0.907,,,
437,Trp53,Birc5,2111141,2106931,10090.ENSMUSP00000104298,10090.ENSMUSP00000079124,0.0,0.0,0.0,0.0,0.052000000000000005,0.095,0.0,0.9,0.907,,,
438,Egfr,Pten,2094834,2094170,10090.ENSMUSP00000020329,10090.ENSMUSP00000013807,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.903,0.905,,,
439,Bcl2,Cdk2,2111690,2096601,10090.ENSMUSP00000108371,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.0,0.519,0.0,0.8109999999999999,0.905,,,
440,Birc5,Cenpe,2106931,2103478,10090.ENSMUSP00000079124,10090.ENSMUSP00000057938,0.0,0.0,0.0,0.0,0.6890000000000001,0.0,0.129,0.679,0.905,,,
441,Sos1,Fgf23,2104984,2093067,10090.ENSMUSP00000067786,10090.ENSMUSP00000000186,0.0,0.0,0.0,0.0,0.0,0.043,0.9,0.083,0.904,,,
442,Mapkap1,Rptor,2111755,2096691,10090.ENSMUSP00000108751,10090.ENSMUSP00000026671,0.0,0.0,0.0,0.0,0.068,0.32,0.0,0.861,0.904,,,
443,Mtor,Pparg,2110226,2093113,10090.ENSMUSP00000099510,10090.ENSMUSP00000000450,0.0,0.0,0.0,0.0,0.0,0.062,0.815,0.486,0.903,,extened,
444,Cbl,Fgf23,2100642,2093067,10090.ENSMUSP00000041902,10090.ENSMUSP00000000186,0.0,0.0,0.0,0.0,0.0,0.043,0.9,0.071,0.903,,,
445,Cdc27,Cebpb,2108514,2105262,10090.ENSMUSP00000091452,10090.ENSMUSP00000069850,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.9,0.064,0.903,,extened,
446,Kif2c,Bub1,2104499,2097328,10090.ENSMUSP00000064261,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.664,0.29100000000000004,0.0,0.625,0.903,,,
447,Anapc10,Cdkn1a,2101817,2095964,10090.ENSMUSP00000048244,10090.ENSMUSP00000023829,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.069,0.903,,,
448,Adcy5,Ghrhr,2112021,2105018,10090.ENSMUSP00000110563,10090.ENSMUSP00000068120,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.055999999999999994,0.9009999999999999,extened,extened,extened;extened
449,Shc1,Akt1,2108594,2093284,10090.ENSMUSP00000091940,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.102,0.062,0.528,0.7809999999999999,0.9009999999999999,extened,,
