#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Rheb	Pten	2097962	2094170	10090.ENSMUSP00000030787	10090.ENSMUSP00000013807	0	0	0	0	0.053	0.143	0.098	0.761	0.802
Acly	Txndc2	2110942	2102978	10090.ENSMUSP00000103012	10090.ENSMUSP00000054909	0	0	0	0	0.085	0.518	0	0.588	0.802
Trp53	Pparg	2111141	2093113	10090.ENSMUSP00000104298	10090.ENSMUSP00000000450	0	0	0	0	0	0.072	0.225	0.747	0.802
Mapkap1	Tsc2	2111755	2109084	10090.ENSMUSP00000108751	10090.ENSMUSP00000094986	0	0	0	0	0.056	0.115	0.528	0.556	0.801
Ttk	Cdc16	2104584	2101759	10090.ENSMUSP00000064839	10090.ENSMUSP00000047950	0	0	0	0	0.166	0.738	0	0.161	0.8
Ttk	Plk1	2104584	2098695	10090.ENSMUSP00000064839	10090.ENSMUSP00000033154	0	0	0	0.625	0.753	0.105	0	0.374	0.799
Irs2	Rptor	2100009	2096691	10090.ENSMUSP00000038514	10090.ENSMUSP00000026671	0	0	0	0	0	0.101	0.393	0.661	0.799
Shc1	Irs2	2108594	2100009	10090.ENSMUSP00000091940	10090.ENSMUSP00000038514	0	0	0	0	0	0.111	0.32	0.691	0.796
Atm	Cdk1	2112380	2094764	10090.ENSMUSP00000113388	10090.ENSMUSP00000020099	0	0	0	0	0.052	0.06	0	0.788	0.794
Crebbp	Mdm2	2095752	2094859	10090.ENSMUSP00000023165	10090.ENSMUSP00000020408	0	0	0	0	0.049	0.111	0.528	0.544	0.793
Pou1f1	Prop1	2114577	2103364	10090.ENSMUSP00000135113	10090.ENSMUSP00000057231	0	0	0	0	0.042	0	0	0.791	0.792
Mtor	Igf1	2110226	2103282	10090.ENSMUSP00000099510	10090.ENSMUSP00000056668	0	0	0	0	0	0	0.221	0.74	0.789
Bcl2	Cdk1	2111690	2094764	10090.ENSMUSP00000108371	10090.ENSMUSP00000020099	0	0	0	0	0	0.111	0	0.77	0.787
Cenpe	Ccnb2	2103478	2099229	10090.ENSMUSP00000057938	10090.ENSMUSP00000034742	0	0	0	0	0.695	0.115	0	0.276	0.787
Mtor	Acacb	2110226	2098236	10090.ENSMUSP00000099510	10090.ENSMUSP00000031583	0	0	0	0	0.109	0.716	0	0.223	0.786
Chek1	Cdc20	2099199	2093817	10090.ENSMUSP00000034625	10090.ENSMUSP00000006565	0	0	0	0	0.566	0	0	0.526	0.786
Chek1	Cdk1	2099199	2094764	10090.ENSMUSP00000034625	10090.ENSMUSP00000020099	0	0	0.32	0.755	0.58	0.316	0	0.92	0.785
Birc5	Pten	2106931	2094170	10090.ENSMUSP00000079124	10090.ENSMUSP00000013807	0	0	0	0	0.092	0.047	0	0.771	0.785
Bcl2	Egfr	2111690	2094834	10090.ENSMUSP00000108371	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.784	0.784
Ccnb2	Chek1	2099229	2099199	10090.ENSMUSP00000034742	10090.ENSMUSP00000034625	0	0	0	0	0.535	0.062	0	0.542	0.783
Kif2c	Ccna2	2104499	2097462	10090.ENSMUSP00000064261	10090.ENSMUSP00000029270	0	0	0	0	0.682	0.115	0	0.288	0.782
Fasn	Akt1	2102627	2093284	10090.ENSMUSP00000052872	10090.ENSMUSP00000001780	0	0	0	0	0	0	0	0.782	0.782
Ccnb1	Chek2	2105622	2104828	10090.ENSMUSP00000071989	10090.ENSMUSP00000066679	0	0	0	0	0.567	0.202	0	0.421	0.782
Rps6kb1	Trp53	2112781	2111141	10090.ENSMUSP00000119715	10090.ENSMUSP00000104298	0	0	0	0	0	0.072	0.211	0.725	0.781
Mad2l1	Chek1	2110075	2099199	10090.ENSMUSP00000098897	10090.ENSMUSP00000034625	0	0	0	0	0.665	0.168	0	0.272	0.78
Bcl2	Mdm2	2111690	2094859	10090.ENSMUSP00000108371	10090.ENSMUSP00000020408	0	0	0	0	0	0.111	0	0.761	0.779
Igf1	Grb2	2103282	2095072	10090.ENSMUSP00000056668	10090.ENSMUSP00000021090	0	0	0	0	0	0	0.528	0.552	0.779
Ccnb1	Crebbp	2105622	2095752	10090.ENSMUSP00000071989	10090.ENSMUSP00000023165	0	0	0	0	0.054	0.143	0.72	0.14	0.778
Rps6	Tsc2	2110399	2109084	10090.ENSMUSP00000099878	10090.ENSMUSP00000094986	0	0	0	0	0	0	0	0.776	0.776
Plk1	Pten	2098695	2094170	10090.ENSMUSP00000033154	10090.ENSMUSP00000013807	0	0	0	0	0.118	0.3	0	0.664	0.774
Atm	Akt1	2112380	2093284	10090.ENSMUSP00000113388	10090.ENSMUSP00000001780	0	0	0	0	0.062	0	0	0.768	0.773
Grb2	Pten	2095072	2094170	10090.ENSMUSP00000021090	10090.ENSMUSP00000013807	0	0	0	0	0.052	0	0.528	0.531	0.772
Tsc2	Insr	2109084	2108203	10090.ENSMUSP00000094986	10090.ENSMUSP00000088837	0	0	0	0	0.076	0.28	0.161	0.639	0.771
Irs1	Cbl	2104432	2100642	10090.ENSMUSP00000063795	10090.ENSMUSP00000041902	0	0	0	0	0	0.208	0.44	0.521	0.769
Rps6kb1	Irs2	2112781	2100009	10090.ENSMUSP00000119715	10090.ENSMUSP00000038514	0	0	0	0	0	0.047	0.361	0.65	0.768
Irs1	Pten	2104432	2094170	10090.ENSMUSP00000063795	10090.ENSMUSP00000013807	0	0	0	0	0.052	0.358	0	0.65	0.768
Igf1	Eif4ebp1	2103282	2098910	10090.ENSMUSP00000056668	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.766	0.766
Bcl2	Crebbp	2111690	2095752	10090.ENSMUSP00000108371	10090.ENSMUSP00000023165	0	0	0	0	0	0.061	0.528	0.514	0.765
Rps6kb1	Mdm2	2112781	2094859	10090.ENSMUSP00000119715	10090.ENSMUSP00000020408	0	0	0	0	0	0.545	0.27	0.349	0.765
Rptor	Pten	2096691	2094170	10090.ENSMUSP00000026671	10090.ENSMUSP00000013807	0	0	0	0	0.076	0	0	0.756	0.764
Cdc27	Bub1	2108514	2097328	10090.ENSMUSP00000091452	10090.ENSMUSP00000028858	0	0	0	0	0.413	0	0	0.611	0.762
Cbl	Akt1	2100642	2093284	10090.ENSMUSP00000041902	10090.ENSMUSP00000001780	0	0	0	0	0.081	0.046	0.361	0.626	0.762
Chek2	Cdkn1a	2104828	2095964	10090.ENSMUSP00000066679	10090.ENSMUSP00000023829	0	0	0	0	0	0	0	0.761	0.761
Sos1	Akt1	2104984	2093284	10090.ENSMUSP00000067786	10090.ENSMUSP00000001780	0	0	0	0	0.077	0.107	0.528	0.459	0.761
Gpx4	Txndc2	2109063	2102978	10090.ENSMUSP00000094863	10090.ENSMUSP00000054909	0.071	0	0	0	0.093	0.318	0	0.634	0.761
Bub1	Crebbp	2097328	2095752	10090.ENSMUSP00000028858	10090.ENSMUSP00000023165	0	0	0	0	0.052	0.083	0.72	0.127	0.759
H2afx	Cdkn1a	2102373	2095964	10090.ENSMUSP00000051432	10090.ENSMUSP00000023829	0	0	0	0	0	0	0	0.759	0.759
H2afx	Plk1	2102373	2098695	10090.ENSMUSP00000051432	10090.ENSMUSP00000033154	0	0	0	0	0.527	0	0	0.51	0.758
Mtor	Grb2	2110226	2095072	10090.ENSMUSP00000099510	10090.ENSMUSP00000021090	0	0	0	0	0.042	0.067	0.528	0.492	0.757
Pck1	Acaca	2097389	2094986	10090.ENSMUSP00000029017	10090.ENSMUSP00000020843	0	0	0	0	0.053	0	0	0.749	0.752
Ndc80	Crebbp	2096108	2095752	10090.ENSMUSP00000024851	10090.ENSMUSP00000023165	0	0	0	0	0.055	0	0.72	0.134	0.75
Rps6	Eif4ebp1	2110399	2098910	10090.ENSMUSP00000099878	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.75	0.75
Cdkn1a	Crebbp	2095964	2095752	10090.ENSMUSP00000023829	10090.ENSMUSP00000023165	0	0	0	0	0.049	0.114	0.428	0.543	0.75
Rps6kb1	Grb2	2112781	2095072	10090.ENSMUSP00000119715	10090.ENSMUSP00000021090	0	0	0	0	0.052	0.082	0.528	0.462	0.749
Mtor	Chek2	2110226	2104828	10090.ENSMUSP00000099510	10090.ENSMUSP00000066679	0	0	0	0	0.055	0.405	0.221	0.494	0.748
Eif4ebp1	Pten	2098910	2094170	10090.ENSMUSP00000033880	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.748	0.748
Pten	Pparg	2094170	2093113	10090.ENSMUSP00000013807	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0.108	0.721	0.746
Mtor	Mdm2	2110226	2094859	10090.ENSMUSP00000099510	10090.ENSMUSP00000020408	0	0	0	0	0.042	0.072	0.358	0.608	0.746
Crebbp	Pparg	2095752	2093113	10090.ENSMUSP00000023165	10090.ENSMUSP00000000450	0	0	0	0	0	0.111	0.528	0.442	0.745
Ccna2	Incenp	2097462	2096332	10090.ENSMUSP00000029270	10090.ENSMUSP00000025562	0	0	0	0	0.689	0	0	0.205	0.742
Insr	Pparg	2108203	2093113	10090.ENSMUSP00000088837	10090.ENSMUSP00000000450	0	0	0	0	0	0.115	0.201	0.664	0.742
Birc5	Cdk2	2106931	2096601	10090.ENSMUSP00000079124	10090.ENSMUSP00000026416	0	0	0	0	0.357	0.111	0	0.582	0.74
Chek1	Aurkb	2099199	2095125	10090.ENSMUSP00000034625	10090.ENSMUSP00000021277	0	0	0.324	0.74	0.628	0.115	0	0.707	0.74
Mtor	Chek1	2110226	2099199	10090.ENSMUSP00000099510	10090.ENSMUSP00000034625	0	0	0	0	0.049	0.404	0.221	0.481	0.74
H2afx	Aurkb	2102373	2095125	10090.ENSMUSP00000051432	10090.ENSMUSP00000021277	0	0	0	0	0.542	0.062	0	0.438	0.737
Atm	Plk1	2112380	2098695	10090.ENSMUSP00000113388	10090.ENSMUSP00000033154	0	0	0	0	0.05	0	0.384	0.588	0.737
Mre11a	Mdm2	2099107	2094859	10090.ENSMUSP00000034405	10090.ENSMUSP00000020408	0	0	0	0	0.052	0.543	0	0.442	0.737
Mad2l1	Chek2	2110075	2104828	10090.ENSMUSP00000098897	10090.ENSMUSP00000066679	0	0	0	0	0.285	0.553	0	0.241	0.736
Birc5	Ttk	2106931	2104584	10090.ENSMUSP00000079124	10090.ENSMUSP00000064839	0	0	0	0	0.702	0	0	0.149	0.735
H2afx	Lmna	2102373	2097617	10090.ENSMUSP00000051432	10090.ENSMUSP00000029699	0	0	0	0	0.1	0.545	0	0.402	0.734
Bub1b	Chek1	2099749	2099199	10090.ENSMUSP00000037126	10090.ENSMUSP00000034625	0	0	0	0	0.555	0	0	0.42	0.73
Cdk2	Pten	2096601	2094170	10090.ENSMUSP00000026416	10090.ENSMUSP00000013807	0	0	0	0	0.118	0.22	0	0.639	0.73
Acly	Top3b	2110942	2095839	10090.ENSMUSP00000103012	10090.ENSMUSP00000023465	0.332	0	0	0	0.102	0	0	0.584	0.728
Birc5	Cdkn1a	2106931	2095964	10090.ENSMUSP00000079124	10090.ENSMUSP00000023829	0	0	0	0	0	0.043	0	0.726	0.726
Cdk2	Ndc80	2096601	2096108	10090.ENSMUSP00000026416	10090.ENSMUSP00000024851	0	0	0	0	0.443	0	0	0.525	0.725
Chek2	Ccnb2	2104828	2099229	10090.ENSMUSP00000066679	10090.ENSMUSP00000034742	0	0	0	0	0.511	0.202	0	0.353	0.725
Rps6kb1	Insr	2112781	2108203	10090.ENSMUSP00000119715	10090.ENSMUSP00000088837	0	0	0	0.618	0.053	0.209	0.528	0.749	0.724
Trp53	Shc1	2111141	2108594	10090.ENSMUSP00000104298	10090.ENSMUSP00000091940	0	0	0	0	0	0	0	0.721	0.721
Ghr	Irs1	2105199	2104432	10090.ENSMUSP00000069457	10090.ENSMUSP00000063795	0	0	0	0	0.084	0.109	0.44	0.459	0.72
Chek1	Cdkn1a	2099199	2095964	10090.ENSMUSP00000034625	10090.ENSMUSP00000023829	0	0	0	0	0	0.107	0	0.698	0.718
Birc5	Chek1	2106931	2099199	10090.ENSMUSP00000079124	10090.ENSMUSP00000034625	0	0	0	0	0.476	0.095	0	0.453	0.718
Fasn	Pck1	2102627	2097389	10090.ENSMUSP00000052872	10090.ENSMUSP00000029017	0	0	0	0	0.053	0.045	0	0.712	0.717
Mapkap1	Eif4ebp1	2111755	2098910	10090.ENSMUSP00000108751	10090.ENSMUSP00000033880	0	0	0	0	0	0.289	0	0.617	0.716
Ep300	Cdk2	2104849	2096601	10090.ENSMUSP00000066789	10090.ENSMUSP00000026416	0	0	0	0	0.091	0.554	0.146	0.274	0.715
Chek2	Ccna2	2104828	2097462	10090.ENSMUSP00000066679	10090.ENSMUSP00000029270	0	0	0	0	0.501	0.167	0	0.365	0.713
Ccnb2	Cdkn1a	2099229	2095964	10090.ENSMUSP00000034742	10090.ENSMUSP00000023829	0	0	0	0	0	0.228	0.428	0.402	0.713
Trp53	Ccnb2	2111141	2099229	10090.ENSMUSP00000104298	10090.ENSMUSP00000034742	0	0	0	0	0.075	0.064	0.428	0.487	0.712
Bcl2	Irs1	2111690	2104432	10090.ENSMUSP00000108371	10090.ENSMUSP00000063795	0	0	0	0	0	0.1	0	0.693	0.712
Mdm4	Cdkn1a	2105341	2095964	10090.ENSMUSP00000070411	10090.ENSMUSP00000023829	0	0	0	0	0	0.545	0	0.391	0.711
Agtr1a	Egfr	2105430	2094834	10090.ENSMUSP00000070958	10090.ENSMUSP00000020329	0	0	0	0	0.066	0.11	0.134	0.645	0.711
Fasn	Pparg	2102627	2093113	10090.ENSMUSP00000052872	10090.ENSMUSP00000000450	0	0	0	0	0	0.072	0	0.701	0.71
Akt1	Pparg	2093284	2093113	10090.ENSMUSP00000001780	10090.ENSMUSP00000000450	0	0	0	0	0.049	0.062	0.139	0.668	0.71
Msra	Txndc2	2104705	2102978	10090.ENSMUSP00000065754	10090.ENSMUSP00000054909	0.077	0	0	0	0.053	0.584	0	0.296	0.709
Rps6kb1	Igf1r	2112781	2093723	10090.ENSMUSP00000119715	10090.ENSMUSP00000005671	0	0	0	0.616	0.053	0.209	0.528	0.652	0.709
Mtor	Cdk2	2110226	2096601	10090.ENSMUSP00000099510	10090.ENSMUSP00000026416	0	0	0	0	0.067	0.217	0.153	0.585	0.709
Ube2c	Cenpe	2107801	2103478	10090.ENSMUSP00000085581	10090.ENSMUSP00000057938	0	0	0	0	0.64	0	0	0.225	0.709
Ep300	Mdm2	2104849	2094859	10090.ENSMUSP00000066789	10090.ENSMUSP00000020408	0	0	0	0	0	0.111	0.528	0.347	0.702
H2afx	Cdc20	2102373	2093817	10090.ENSMUSP00000051432	10090.ENSMUSP00000006565	0	0	0	0	0.573	0.047	0	0.325	0.702
Insr	Sos1	2108203	2104984	10090.ENSMUSP00000088837	10090.ENSMUSP00000067786	0	0	0	0	0.084	0.11	0.528	0.317	0.702
Chek2	Wrn	2104828	2098950	10090.ENSMUSP00000066679	10090.ENSMUSP00000033990	0	0	0	0	0.088	0.17	0	0.637	0.701
Ttk	Kif2c	2104584	2104499	10090.ENSMUSP00000064839	10090.ENSMUSP00000064261	0	0	0	0	0.618	0.078	0	0.213	0.699
Ep300	Cdkn1a	2104849	2095964	10090.ENSMUSP00000066789	10090.ENSMUSP00000023829	0	0	0	0	0.049	0.111	0.528	0.323	0.694
Ep300	Akt1	2104849	2093284	10090.ENSMUSP00000066789	10090.ENSMUSP00000001780	0	0	0	0	0.067	0.111	0.528	0.31	0.693
Irs2	Pten	2100009	2094170	10090.ENSMUSP00000038514	10090.ENSMUSP00000013807	0	0	0	0	0.052	0.358	0	0.535	0.692
Trp53	Insr	2111141	2108203	10090.ENSMUSP00000104298	10090.ENSMUSP00000088837	0	0	0	0	0	0.105	0.161	0.621	0.69
Igf1	Cdkn1a	2103282	2095964	10090.ENSMUSP00000056668	10090.ENSMUSP00000023829	0	0	0	0	0	0	0	0.686	0.687
Irs1	Rheb	2104432	2097962	10090.ENSMUSP00000063795	10090.ENSMUSP00000030787	0	0	0	0	0	0	0.217	0.617	0.687
Insr	Rptor	2108203	2096691	10090.ENSMUSP00000088837	10090.ENSMUSP00000026671	0	0	0	0	0.088	0.17	0	0.617	0.684
Atm	Top3b	2112380	2095839	10090.ENSMUSP00000113388	10090.ENSMUSP00000023465	0	0	0	0	0.101	0	0.392	0.469	0.684
Atm	Pten	2112380	2094170	10090.ENSMUSP00000113388	10090.ENSMUSP00000013807	0	0	0	0	0.11	0	0	0.658	0.683
Acly	Prdx1	2110942	2110830	10090.ENSMUSP00000103012	10090.ENSMUSP00000102078	0	0	0	0	0.169	0.104	0	0.607	0.682
Birc5	H2afx	2106931	2102373	10090.ENSMUSP00000079124	10090.ENSMUSP00000051432	0	0	0	0	0.471	0.101	0	0.385	0.682
H2afx	Aurka	2102373	2097382	10090.ENSMUSP00000051432	10090.ENSMUSP00000028997	0	0	0	0	0.479	0.062	0	0.395	0.678
Trp53	Cdc20	2111141	2093817	10090.ENSMUSP00000104298	10090.ENSMUSP00000006565	0	0	0	0	0.053	0.375	0	0.5	0.678
Hlcs	Oxsm	2109622	2095461	10090.ENSMUSP00000097112	10090.ENSMUSP00000022311	0.318	0	0	0	0.054	0	0	0.542	0.678
Mre11a	Cdk1	2099107	2094764	10090.ENSMUSP00000034405	10090.ENSMUSP00000020099	0	0	0	0	0.204	0.157	0	0.551	0.673
Acaca	Akt1	2094986	2093284	10090.ENSMUSP00000020843	10090.ENSMUSP00000001780	0	0	0	0	0.044	0.114	0	0.644	0.672
Mlst8	Irs1	2104608	2104432	10090.ENSMUSP00000065004	10090.ENSMUSP00000063795	0	0	0	0	0	0	0.44	0.437	0.671
Chek1	Ndc80	2099199	2096108	10090.ENSMUSP00000034625	10090.ENSMUSP00000024851	0	0	0	0	0.609	0	0	0.192	0.671
Irs1	Acaca	2104432	2094986	10090.ENSMUSP00000063795	10090.ENSMUSP00000020843	0	0	0	0	0.173	0	0	0.617	0.67
Cenpa	Ube2c	2112931	2107801	10090.ENSMUSP00000122831	10090.ENSMUSP00000085581	0	0	0	0	0.556	0	0	0.287	0.67
Ghr	Irs2	2105199	2100009	10090.ENSMUSP00000069457	10090.ENSMUSP00000038514	0	0	0	0	0	0.103	0.393	0.44	0.668
Trp53	Mif	2111141	2100498	10090.ENSMUSP00000104298	10090.ENSMUSP00000041149	0	0	0	0	0.087	0.457	0	0.382	0.667
Sos1	Pten	2104984	2094170	10090.ENSMUSP00000067786	10090.ENSMUSP00000013807	0	0	0	0	0.086	0.082	0.528	0.256	0.666
Mtor	Sos1	2110226	2104984	10090.ENSMUSP00000099510	10090.ENSMUSP00000067786	0	0	0	0	0.13	0.062	0.528	0.233	0.665
Igf1	Pten	2103282	2094170	10090.ENSMUSP00000056668	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.665	0.665
Cebpb	Ep300	2105262	2104849	10090.ENSMUSP00000069850	10090.ENSMUSP00000066789	0	0	0	0	0	0.545	0.202	0.142	0.661
Insr	Eif4ebp1	2108203	2098910	10090.ENSMUSP00000088837	10090.ENSMUSP00000033880	0	0	0	0	0	0.061	0	0.653	0.66
Pappa	Igf1	2107327	2103282	10090.ENSMUSP00000081545	10090.ENSMUSP00000056668	0	0	0	0	0	0	0	0.658	0.659
Mapkap1	Rheb	2111755	2097962	10090.ENSMUSP00000108751	10090.ENSMUSP00000030787	0	0	0	0	0.063	0.062	0	0.642	0.658
Rps6kb1	Bcl2	2112781	2111690	10090.ENSMUSP00000119715	10090.ENSMUSP00000108371	0	0	0	0	0	0.047	0.27	0.549	0.658
Rps6	Rptor	2110399	2096691	10090.ENSMUSP00000099878	10090.ENSMUSP00000026671	0	0	0	0	0	0.064	0	0.649	0.657
Ube2c	Ndc80	2107801	2096108	10090.ENSMUSP00000085581	10090.ENSMUSP00000024851	0	0	0	0	0.606	0	0	0.163	0.656
Chek1	Aurka	2099199	2097382	10090.ENSMUSP00000034625	10090.ENSMUSP00000028997	0	0	0.325	0.702	0.523	0.115	0	0.502	0.656
Mdm4	Chek1	2105341	2099199	10090.ENSMUSP00000070411	10090.ENSMUSP00000034625	0	0	0	0	0	0.111	0	0.628	0.655
Clk1	Coq7	2099276	2098602	10090.ENSMUSP00000034868	10090.ENSMUSP00000032887	0	0	0	0	0	0.115	0	0.624	0.653
Ube2c	Ttk	2107801	2104584	10090.ENSMUSP00000085581	10090.ENSMUSP00000064839	0	0	0	0	0.636	0	0	0.081	0.652
Rad17	Mdm2	2095404	2094859	10090.ENSMUSP00000022136	10090.ENSMUSP00000020408	0	0	0	0	0	0	0.528	0.294	0.652
Ttk	Chek1	2104584	2099199	10090.ENSMUSP00000064839	10090.ENSMUSP00000034625	0	0	0	0.628	0.636	0	0	0.147	0.651
Rptor	Igf1r	2096691	2093723	10090.ENSMUSP00000026671	10090.ENSMUSP00000005671	0	0	0	0	0.112	0.17	0	0.562	0.649
H2afx	Rad17	2102373	2095404	10090.ENSMUSP00000051432	10090.ENSMUSP00000022136	0	0	0	0	0.052	0.114	0	0.616	0.649
H2afx	Ccna2	2102373	2097462	10090.ENSMUSP00000051432	10090.ENSMUSP00000029270	0	0	0	0	0.425	0.111	0	0.367	0.649
Tsc2	Irs1	2109084	2104432	10090.ENSMUSP00000094986	10090.ENSMUSP00000063795	0	0	0	0	0.054	0	0	0.642	0.647
Bcl2	Ep300	2111690	2104849	10090.ENSMUSP00000108371	10090.ENSMUSP00000066789	0	0	0	0	0	0.061	0.528	0.268	0.647
Ep300	Pparg	2104849	2093113	10090.ENSMUSP00000066789	10090.ENSMUSP00000000450	0	0	0	0	0	0.111	0.528	0.225	0.646
Irs1	Eif4ebp1	2104432	2098910	10090.ENSMUSP00000063795	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.646	0.646
Atm	Mtor	2112380	2110226	10090.ENSMUSP00000113388	10090.ENSMUSP00000099510	0	0	0	0.612	0.116	0.397	0.221	0.571	0.645
Mtor	Cdk1	2110226	2094764	10090.ENSMUSP00000099510	10090.ENSMUSP00000020099	0	0	0	0	0.067	0.217	0.153	0.492	0.644
Sos1	Igf1r	2104984	2093723	10090.ENSMUSP00000067786	10090.ENSMUSP00000005671	0	0	0	0	0.084	0.11	0.528	0.185	0.644
Cenpe	Chek1	2103478	2099199	10090.ENSMUSP00000057938	10090.ENSMUSP00000034625	0	0	0	0	0.513	0	0	0.297	0.643
Atm	Bub1	2112380	2097328	10090.ENSMUSP00000113388	10090.ENSMUSP00000028858	0	0	0	0	0.077	0	0	0.628	0.643
Atm	Cdkn1a	2112380	2095964	10090.ENSMUSP00000113388	10090.ENSMUSP00000023829	0	0	0	0	0	0	0	0.641	0.641
H2afx	Wrn	2102373	2098950	10090.ENSMUSP00000051432	10090.ENSMUSP00000033990	0	0	0	0	0	0.322	0	0.49	0.639
Rps6	Rictor	2110399	2102432	10090.ENSMUSP00000099878	10090.ENSMUSP00000051809	0	0	0	0	0	0.308	0	0.497	0.638
Tsc2	Acaca	2109084	2094986	10090.ENSMUSP00000094986	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.636	0.636
Irs1	Pparg	2104432	2093113	10090.ENSMUSP00000063795	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0	0.628	0.636
Rps6kb1	Pparg	2112781	2093113	10090.ENSMUSP00000119715	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0.139	0.585	0.635
Cenpa	Cdk2	2112931	2096601	10090.ENSMUSP00000122831	10090.ENSMUSP00000026416	0	0	0	0	0.239	0.11	0	0.504	0.635
Ube2c	Kif2c	2107801	2104499	10090.ENSMUSP00000085581	10090.ENSMUSP00000064261	0	0	0	0	0.539	0	0	0.241	0.635
Plk1	Cdkn1a	2098695	2095964	10090.ENSMUSP00000033154	10090.ENSMUSP00000023829	0	0	0	0	0	0	0	0.634	0.634
Birc5	Igf1	2106931	2103282	10090.ENSMUSP00000079124	10090.ENSMUSP00000056668	0	0	0	0	0	0	0	0.634	0.634
Cbl	Irs2	2100642	2100009	10090.ENSMUSP00000041902	10090.ENSMUSP00000038514	0	0	0	0	0	0.115	0.361	0.403	0.633
H2afx	Bub1b	2102373	2099749	10090.ENSMUSP00000051432	10090.ENSMUSP00000037126	0	0	0	0	0.427	0	0	0.385	0.633
Bcl2	Aurka	2111690	2097382	10090.ENSMUSP00000108371	10090.ENSMUSP00000028997	0	0	0	0	0.043	0	0	0.631	0.632
Hlcs	Mcat	2109622	2102400	10090.ENSMUSP00000097112	10090.ENSMUSP00000051569	0.318	0	0	0	0.076	0.043	0	0.455	0.628
Bub3	Cdk2	2107328	2096601	10090.ENSMUSP00000081547	10090.ENSMUSP00000026416	0	0	0	0	0.285	0.08	0	0.479	0.628
Igf1r	Akt1	2093723	2093284	10090.ENSMUSP00000005671	10090.ENSMUSP00000001780	0	0	0	0.618	0.053	0.113	0.365	0.944	0.628
Cdca8	H2afx	2107296	2102373	10090.ENSMUSP00000081319	10090.ENSMUSP00000051432	0	0	0	0	0.596	0	0	0.113	0.627
Irs1	Rictor	2104432	2102432	10090.ENSMUSP00000063795	10090.ENSMUSP00000051809	0	0	0	0	0.05	0	0	0.624	0.627
Acaca	Pparg	2094986	2093113	10090.ENSMUSP00000020843	10090.ENSMUSP00000000450	0	0	0	0	0	0	0	0.627	0.627
Tsc2	Igf1r	2109084	2093723	10090.ENSMUSP00000094986	10090.ENSMUSP00000005671	0	0	0	0	0.066	0.28	0.161	0.415	0.626
Irs1	Pck1	2104432	2097389	10090.ENSMUSP00000063795	10090.ENSMUSP00000029017	0	0	0	0	0	0	0	0.626	0.626
Bcl2	Plk1	2111690	2098695	10090.ENSMUSP00000108371	10090.ENSMUSP00000033154	0	0	0	0	0	0	0	0.625	0.625
Mtor	Birc5	2110226	2106931	10090.ENSMUSP00000099510	10090.ENSMUSP00000079124	0	0	0	0	0.07	0.062	0	0.603	0.624
Aurka	Akt1	2097382	2093284	10090.ENSMUSP00000028997	10090.ENSMUSP00000001780	0	0	0.342	0.739	0	0.056	0.528	0.473	0.623
Insr	Fasn	2108203	2102627	10090.ENSMUSP00000088837	10090.ENSMUSP00000052872	0	0	0	0	0	0	0	0.622	0.622
Igf1	Pparg	2103282	2093113	10090.ENSMUSP00000056668	10090.ENSMUSP00000000450	0	0	0	0	0	0	0.225	0.532	0.622
Insr	Pck1	2108203	2097389	10090.ENSMUSP00000088837	10090.ENSMUSP00000029017	0	0	0	0	0.049	0	0	0.617	0.621
Irs2	Pck1	2100009	2097389	10090.ENSMUSP00000038514	10090.ENSMUSP00000029017	0	0	0	0	0	0	0	0.62	0.62
Cebpb	Cdk2	2105262	2096601	10090.ENSMUSP00000069850	10090.ENSMUSP00000026416	0	0	0	0	0	0.047	0.268	0.498	0.619
Ccnb1	H2afx	2105622	2102373	10090.ENSMUSP00000071989	10090.ENSMUSP00000051432	0	0	0	0	0.458	0.111	0	0.271	0.618
Cdkn1a	Egfr	2095964	2094834	10090.ENSMUSP00000023829	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.617	0.617
Cdk1	Pten	2094764	2094170	10090.ENSMUSP00000020099	10090.ENSMUSP00000013807	0	0	0	0	0.118	0.22	0	0.488	0.617
Cdkn1a	Pten	2095964	2094170	10090.ENSMUSP00000023829	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.617	0.617
Chek2	Bub1b	2104828	2099749	10090.ENSMUSP00000066679	10090.ENSMUSP00000037126	0	0	0	0	0.358	0.051	0	0.421	0.616
Insr	Rheb	2108203	2097962	10090.ENSMUSP00000088837	10090.ENSMUSP00000030787	0	0	0	0	0.046	0.167	0.217	0.456	0.616
