,Quiescent 1h/control,Quiescent 6h/control,Quiescent 24h/control,Quiescent 96h/control,Rapamycin 1h/control,Rapamycin 6h/control,Rapamycin 24h/control,Rapamycin 96h/control,IGF 0.5h/control,IGF 1h/control,IGF 3h/control,IGF 6h/control,IGF 24h/control,Apoptosis 0.5h/control,Apoptosis 1h/control,Apoptosis 3h/control,Apoptosis 6h/control,Senescent 1h/control,Senescent 6h/control,Senescent 24h/control,Senescent 96h/control
Caspase 3 (Phospho-Ser150),-0.415157886,0.21415653,-0.27613178,-1.102968692,0.452647187,-0.091669839,-0.479048139,-0.198167709,-0.724414145,-0.538577641,-0.017106331,0.404671028,0.238982751,-0.046698087,-0.258251744,-0.249738055,-0.265969357,-0.442832222,3.965150442,0.466226996,-0.236490479
Catalase (Phospho-Tyr385),-0.10531291,-0.320643012,-0.192778788,-0.295389459,0.17392396,-0.317915379,0.44472684,0.619560143,-0.207913626,-0.233200028,-0.620351103,-0.357815427,0.001964264,-0.543961437,-0.194201708,0.004319169,-0.06530564,-0.407845747,1.75335761,-0.285962522,0.470663358
Catenin beta (Phospho-Tyr654),-0.172834493,-0.462417559,0.069588039,-0.231268397,0.202424956,-0.193372515,-0.094298156,-0.507353378,-1.061994451,-0.571366411,-0.077291444,0.499855383,0.482195564,-0.03673995,-0.207668089,-0.122836778,-0.114123454,0.010285585,-0.29117762,0.0330468,-0.463543272
CD227/mucin 1 (Phospho-Tyr1243),-0.457727923,0.189323609,0.29808676,0.184901185,0.527942955,-0.228982847,0.086781921,-0.000545544,-0.175785371,-0.362567745,-0.377163635,-0.122131198,-0.147790938,-0.258547808,-0.30056157,-0.059371862,-0.240508306,-0.368041352,-0.157399928,-0.310458917,-0.099713509
CD28 (Phospho-Tyr218),-0.776469774,-0.547365439,-0.71249469,-0.538085733,-0.457358594,-0.501757063,-0.423486371,-0.47353105,-0.75076409,-0.911412116,-0.687925473,-0.229374846,-0.365080737,-0.170318654,-0.400433399,-0.83565209,-0.448097024,-0.500458926,-0.541598765,-0.51110311,-1.054100734
Interferon-gamma receptor alpha chain precursor (Phospho-Tyr457),-0.34136735,-0.110933756,0.281951786,0.035307279,0.033456812,-0.632960822,0.030501895,0.01852598,-0.599797946,-0.467742364,-0.871181243,-0.881175525,-0.689218513,0.154335655,-0.425025896,0.154748914,-0.094198136,-0.864669379,-0.480175999,-0.420109476,-0.31444714
IL-2RA/CD25 (Phospho-Ser268),-0.060732295,0.035044488,0.409260622,0.224416354,0.051647033,0.417768789,-0.255534438,-0.321401605,-0.475857275,-0.121687935,0.614817605,1.176800112,0.134912961,0.157181392,-0.218796611,0.028444228,-0.031444507,-0.49419215,0.192205996,0.427193955,-0.18519249
RAD51 (Phospho-Tyr315),-0.24729563,-0.036371363,-0.045363483,0.137411193,0.042036531,0.256140236,-0.058842928,-0.108707272,-0.174952694,-0.023410018,0.756512746,0.078948193,0.061055434,-0.429621095,0.482029007,-0.005439378,-0.190571926,-0.293473334,-0.22846397,-0.040230974,-0.237058847
RAD52 (Phospho-Tyr104),-0.274451506,0.050619641,0.092326726,-0.470904577,-0.215856029,-0.402649149,-0.180333393,-0.054635633,-0.768575489,-0.446788761,-0.584543688,-0.753368877,-0.416857486,-0.853117925,-0.648681335,-0.348117548,-0.287217901,-0.896255935,-0.498254789,-0.420909679,-0.481176933
MKK4/SEK1 (Phospho-Ser257),-0.041043048,0.714473178,0.066378749,0.223434254,0.039704051,0.470807535,-0.038407224,-0.104897034,-0.137225297,0.124166344,1.037583102,0.552272755,0.446849835,0.153421466,0.191464271,-0.193527861,-0.232296186,0.1919836,0.096915778,0.148405573,-0.283954516
ATP1A1/Na+K+ ATPase1 (Phospho-Ser23),-0.198275498,-0.527807306,-0.034336976,-0.127364481,-0.011246825,-0.195127506,0.333056462,0.167759188,-0.538524959,-0.248071917,-0.622787561,-0.017337354,-0.509831834,-0.858622665,-0.344369797,0.026170715,0.022417402,-0.319538086,-0.266626398,2.668693425,0.209394232
PIP5K (Phospho-Ser307),-0.043857467,0.49346825,-0.020966367,0.804311586,-0.049643169,0.747802593,-0.131762518,-0.194710674,0.002385914,0.257159265,1.481138844,0.640821476,0.468502266,0.296163724,0.302312312,-0.513069063,-0.362969159,0.596933387,0.219280794,5.7483423,-0.203201852
WEE1 (Phospho-Ser642),-0.141111386,0.773515646,0.004536511,0.25752358,0.059889828,0.410186407,-0.15155295,-0.242973634,-0.05358969,0.134266317,1.355611237,0.937852507,0.807155296,0.752585714,0.134710584,-0.425990054,-0.352048854,0.33126085,0.130888566,2.784820643,-0.221219055
CK1-A (Phospho-Thr321),0.065929204,-0.550234995,-0.062038243,-0.226652243,0.212608237,-0.046919408,0.706696903,0.720723036,-0.116326046,0.101518255,-0.504398303,-0.280723501,-0.262328696,-0.556464703,0.132301862,0.80056311,0.195662579,-0.322595543,-0.119849356,0.220338206,1.505549288
HSP90B (Phospho-Ser226),0.000226853,-0.323946142,0.000682488,-0.234194938,0.156259505,-0.453455477,1.340150164,0.6108048,0.457883014,0.541989441,-0.896071572,-0.581031812,-0.066636455,-0.031685361,0.956909849,0.830481811,1.030090622,-0.476166175,0.069127686,0.227595658,2.106333204
Merlin (Phospho-Ser10),-1.006662118,-0.125915093,0.491412195,-0.507385863,-0.085225856,0.370527672,0.384445951,0.314483138,-0.020152916,0.678871261,-0.262304846,0.156256971,-0.189624747,0.027135876,0.249059383,1.00072174,0.282006336,0.205222637,0.431396468,0.179539234,1.182621535
CK1-A/A2 (Phospho-Tyr294),-0.470580774,-0.467009256,-0.220840363,-0.222939083,-0.202699345,-0.370192725,-0.021209854,-0.002019849,-0.223735195,-0.24435353,-0.3162603,-0.412773381,-0.373469605,-0.868466139,-0.449110248,0.075954868,-0.104443693,-0.461466348,-0.429589154,-0.29554776,-0.597811408
MER/SKY (Phospho-Tyr749/Tyr681),1.163924636,-0.53988514,-0.35395993,-0.893443365,-0.11667922,-0.329251365,-0.270976349,0.047321061,-0.418099292,-0.066596201,-0.302200101,0.305197777,0.116314539,-0.225329266,-0.073008534,-0.038598442,0.368267402,-0.600144297,-0.723350447,2.417331004,0.465866852
CD22/BL-CAM (Phospho-Tyr807),-0.24298545,0.207104628,-0.10722545,-0.017734023,-0.056890315,-0.072512087,-0.042779631,-0.160123411,-0.127626159,-0.181501563,0.265269366,0.402896892,0.86236274,0.14482884,-0.084703838,-0.150014931,0.216420163,0.085867199,1.278321707,3.96642274,-0.298194165
FRS2 (Phospho-Tyr436),0.244243235,-0.042359418,0.247364234,-1.260229839,-0.338577156,-0.446620472,-0.260972239,-0.219409797,-0.585407394,-0.254992176,-0.034312161,0.139984552,-0.237397609,-0.073032938,-0.476582474,0.314272636,0.411439144,-0.435716653,2.522768132,0.279305156,-0.153624313
Ephrin B1/B2/B3 (Phospho-Tyr324),-0.397021338,-0.341389387,0.345037283,-1.668657631,-0.483970937,-1.151640014,-0.311171257,-0.464377215,-1.416977156,-1.086960868,-1.237418111,-0.922789475,-0.697909871,-1.191769551,-1.441315956,-0.039739359,-0.6340508,-1.033727582,0.114784576,-0.185150257,-0.706786124
EPB41 (Phospho-Tyr418/660),-0.378503528,-0.564819541,-0.1385267,-0.388634336,-0.213184286,-0.794165372,-0.21714985,-0.221090325,-0.273485617,-0.486677275,-0.289158622,-0.41138277,0.144119635,-0.618354982,-0.414191856,-0.011610176,-0.22330059,-0.016829195,-0.356346487,-0.330948847,-0.84614096
Mnk1 (Phospho-Thr385),-0.008712874,-0.425736001,0.060563273,-0.769503037,0.275134663,-0.547777743,0.475806151,0.395367292,-0.551913697,-0.416295094,-0.458358379,0.306571079,0.184585849,-0.483118413,0.596096489,0.568636142,0.265591487,0.345252849,0.147963262,0.196921011,0.749499042
TIF-IA (Phospho-Ser649),-0.483582183,-0.82411699,-0.257483295,-0.666148334,-0.143533097,-0.354214987,0.241616241,0.186413381,-0.430304671,-0.46900815,-0.838954867,-0.786088201,-0.503886945,-0.609930715,0.013026951,0.354209692,-0.151452184,-0.593352711,-0.395217194,-0.474329633,0.357995546
MDM2 (Ab-166),0.691845661,-0.351612513,0.270216557,-0.678855826,-0.213437715,-0.404230072,0.191356548,0.351105057,-0.799391315,-0.691785382,-1.288636857,-1.166432822,-0.441110081,-0.974363904,0.084908529,-0.467668777,-0.075143185,-0.726905805,-0.289634378,-0.301864101,0.37995409
NFAT3 (Ab-676),-0.449497157,-1.006729362,-0.418203108,-0.686416986,-0.584799943,-0.769166387,-0.644288261,-0.683055124,-1.055865194,-0.978165116,-0.850907063,-1.259916826,-0.834938565,-1.423656841,-1.113705521,-0.998148785,-0.568034856,-1.417409395,-0.889428206,-1.037843355,-1.58190039
NFAT4 (Ab-165),-0.468818113,-0.635089409,-0.519545941,-0.627368063,-0.542271831,-0.386415638,-0.576617944,-0.666850205,-1.078530143,-0.636925241,0.105427341,-0.391089147,-0.418182789,-0.969827745,-0.916236037,-0.960310911,-0.716950973,-1.023755073,-0.745767866,-0.659746908,-1.524285917
NFkB-p65 (Ab-505),0.021830003,-0.189493059,0.041157508,-0.818728572,-0.368607191,-0.515557092,-0.334092244,-0.42894871,-1.20080085,-0.688926052,-0.763785063,-0.646380528,-0.313533488,-0.850991105,-0.210655248,-0.411785022,-0.295530447,-0.985379126,-0.485448203,-0.461812427,-0.645561642
p300 (Ab-89),0.317340471,-1.042059408,-0.79526757,-1.012700227,-0.706270743,-1.055834591,-0.781979697,-0.764470324,-1.396032222,-1.201148319,-1.301689901,-1.700255022,-1.340743094,-1.734818114,-1.366914926,-1.127124244,-0.634706232,-1.679013116,-0.982041133,-1.151019225,-1.892318667
p53 (Ab-20),-0.055850198,-0.63277388,-0.221141622,-0.526762668,-0.029774331,-0.43005352,0.268360683,0.308378002,-0.661127062,-0.454681412,-1.127127908,-0.827479674,-0.491789916,-1.553811039,-0.825326207,0.045581007,-0.13019568,-0.844487317,-0.48041935,-0.501212943,0.470260441
p53 (Ab-392),-0.342867763,-0.471272544,0.047327097,1.477036444,0.186947706,-0.301372994,0.200525911,0.2999575,-0.030810111,-0.109352989,-0.341279707,-0.3679771,-0.481634125,-0.181275844,-0.687424042,-0.049742206,-0.020278991,-0.628728323,-0.511552945,0.572158124,0.133215516
P70S6K (Ab-229),-0.416483983,0.153636694,0.922322367,1.802256474,0.587478576,-0.188277346,0.42165646,0.199220707,0.217651781,0.943485409,0.388638787,0.401402222,0.152491523,-0.231919449,-0.651477992,0.201375949,0.476833982,-0.60396036,0.056333839,0.72580709,-0.423687255
P70S6K (Ab-371),-0.789503272,-0.644480445,-0.491573706,-0.864117218,-0.347070335,-0.753010519,-0.241395724,-0.333391229,-0.720853681,-0.655809591,-0.805407932,-0.943778345,-0.639726459,-0.842040466,-0.948056764,-0.416379324,-0.421508719,-0.995903062,-0.769479437,-0.296001573,-0.922567393
P70S6K (Ab-418),-0.65941301,-0.602088662,-0.555008492,-1.117479749,-0.713810329,-0.421461427,-0.600433431,0.235177274,-0.953396666,-0.430227382,0.207056807,-0.298035969,0.030644505,-0.380956518,-0.636408308,-0.922683116,-0.677890955,-0.468990789,-0.548629859,-0.390397434,-1.383887378
P90RSK (Ab-359/363),0.770140078,-0.504979242,0.036011595,0.090622331,0.277007987,-0.688726541,-0.048004381,0.180413122,-0.96393557,-0.368170304,-1.116911557,-0.874402224,-0.1809798,-1.402970605,-0.503123654,-0.582511587,0.393204377,-0.8930327,-0.575378574,-0.640795981,0.037432593
P90RSK (Ab-380),-0.182685482,0.284683847,-0.042323005,-0.217368221,-0.200241115,-0.246101762,-0.304291222,-0.319837723,-0.440800095,0.13257963,0.023337264,-0.093850054,-0.037158212,-0.08364731,-0.447159265,-0.396807483,-0.367348296,-0.290318293,-0.330503887,-0.206146578,-0.723572133
P90RSK (Ab-573),-1.889152371,-2.642057543,-0.255710798,-3.030181739,-1.339964195,-0.40224651,-0.265211383,-1.185767396,-0.959570927,-0.614663129,1.183124476,-2.298567885,-0.067887329,-0.713297971,-1.525786358,-1.749257906,-1.116354142,-2.497644713,-1.668994281,-0.468083744,-1.246626345
PAK1 (Ab-212),-0.15811582,-0.113358957,0.015843725,-0.446493434,-0.102754054,-0.185986053,-0.10408781,-0.285386276,-0.283630803,-0.354883695,0.174133368,-0.420931759,2.050689408,-0.217401306,-0.161675222,-0.392661805,-0.322221174,-0.211415737,-0.156175184,-0.125795886,-0.389343185
PAK1/2/3 (Ab-423/402/421),0.494727548,-0.703588098,-0.274366297,-1.366868317,-0.237381945,-1.056655865,-0.445919462,-0.255771466,-1.116679737,-1.148120933,-1.490442648,-1.309181899,-0.499670048,-0.886137682,0.332378809,-0.794376292,-0.124217447,-0.82839948,-0.552764501,-0.608888828,0.089202024
PAK1/2/3 (Ab-141),-0.074100154,0.253922656,-0.119784337,0.002974488,-0.111172598,-0.104056353,-0.289975703,-0.257128349,-0.068986493,-0.164970727,0.879171886,0.089126028,0.853630819,0.143998199,-0.034255987,-0.460358121,-0.265837244,0.254487515,0.060829338,0.218031083,-0.526462098
PEA-15 (Ab-116),0.412068001,1.118495529,0.687310402,0.871437038,-0.144957186,0.35252496,-0.158248276,0.300993404,-0.204542678,-0.058162251,0.727985222,1.275817565,1.241177735,1.461731235,0.70640813,0.066526087,-0.0294092,4.971400926,0.522908498,0.57305705,2.215562679
PKA CAT (Ab-197),1.309301273,0.970498754,0.513753277,2.334376825,0.910408799,0.381036049,0.904703651,0.435024332,0.280675828,0.212135295,2.894778266,0.99216116,0.431342154,1.312749647,0.355746178,0.246483127,0.820445212,0.965840004,1.033184641,0.423374541,4.967162583
PP2A-alpha (Ab-307),0.454085066,-0.245764706,0.549853895,-0.571968631,-0.48521746,-0.992799487,-0.654666988,0.100769405,-0.192515289,-1.078146723,-1.059421936,-2.085471315,-1.45584056,-1.152934574,-0.353968484,-0.955449722,-0.673839592,-1.186842948,-1.160489891,-1.214824307,-0.619208912
14-3-3 beta/zeta (Ab-184/186),-0.758888397,-0.281342693,-0.124947421,0.242312805,-0.005434483,-0.169399621,-0.115481358,0.001411384,-0.407226835,-0.395105987,0.386773558,-0.848033028,-0.266973957,-0.363841103,-0.305581681,-0.034174497,-0.324098193,-0.298831135,-0.313257196,-0.461340382,-0.828075016
Catenin beta (Ab-489),-0.229934139,0.199427863,-0.140374202,0.729375613,-0.210239351,0.713988603,-0.304444959,3.892657789,-0.324302296,0.330165196,1.495728866,0.870768654,0.251470032,0.301445542,-0.186012307,2.912183134,-0.395369393,0.159957461,0.176689502,0.554643437,-0.689475061
CDC25A (Ab-178),-0.46511656,0.372391983,-0.225750862,-0.453081265,-0.2694672,0.189623982,-0.429403923,-0.034015343,-0.578519423,-0.202702337,0.54818508,0.408236088,-0.062422877,0.050475722,-0.348721203,-0.284652985,-0.206749666,-0.361085473,-0.215384715,0.021802915,-0.642303978
CREB (Ab-100),0.096482937,0.309320389,-0.0463067,-0.302567836,-0.127018737,-0.497458692,-0.371681802,-0.378278206,-0.479388245,-0.324950157,-0.108897889,-0.17186894,-0.356678873,-0.458845496,-0.41642404,-0.226478032,-0.162735964,-0.747604243,-0.395361525,-0.167564258,-0.597000032
EGFR (Ab-998),-0.217626632,0.396650205,-0.157734911,0.485226884,-0.162536592,-0.208932987,-0.135074697,-0.223003496,-0.247270715,-0.13692916,0.16613391,0.000444714,-0.273922927,0.110845501,-0.160283445,-0.320586731,-0.139001555,-0.244766541,0.011924477,-0.123825816,-0.643178218
Ezrin (Ab-478),0.733211341,-0.154447205,0.096270014,2.591508717,-0.357177039,-0.800000414,-0.816149416,-0.848418452,-1.165165704,-0.902324803,-0.367354731,-0.667062228,-0.530913621,-0.894655469,-1.140541856,-1.156698807,-0.79844161,-1.213545168,-0.818964065,-0.771038516,-1.985780654
HER2 (Ab-1112),-0.720922432,0.064703696,-0.220108521,1.646482957,-0.164724311,0.024142677,-0.276789069,-0.326622187,-0.356465894,-0.22224158,-0.058518637,0.099666708,-0.390705212,0.061688673,-0.568031291,-0.524275483,-0.405394723,-0.187003411,-0.152832382,-0.118737377,-0.717657397
NFkB-p65 (Ab-281),-0.24782557,0.185387738,-0.157793534,0.822391426,0.080850135,-0.2241858,0.074892078,-0.054420442,-0.181811906,-0.130257752,-0.045414606,-0.026408663,-0.121796472,0.122696869,-0.186087994,0.091936355,-0.02198173,-0.028069651,0.082732853,0.107015655,0.197659994
p53 (Ab-387),-0.20414098,-0.254785693,-0.09074516,-0.345370566,-0.183276807,-0.092692941,-0.087563075,-0.099052153,-0.226524704,-0.238520434,0.005945664,0.152520448,-0.017228621,-0.001880268,-0.147347848,-0.200791373,-0.048165564,-0.212742909,-0.156605811,0.264062986,-0.392480662
p53 (Ab-376),-0.607670557,-0.354550948,-0.12692765,-0.992112386,-0.287688476,-0.123834804,-0.422227051,0.184487932,-0.725767371,1.25870637,-0.214510561,-0.510792103,-0.502844898,-0.46006496,-0.769379495,-0.684823888,-0.3274427,2.364338667,-0.475045706,-0.414221971,-0.893338331
p53 (Ab-378),-0.320200665,-0.059756953,-0.572521793,-0.703731581,-0.417905567,-0.246696294,-0.501608887,0.375108114,-0.361341939,5.638810099,1.076468834,0.14305846,0.608565086,0.210600857,-0.354721667,-0.797261482,-0.573092086,1.521492434,-0.153181941,0.181997497,-1.070686346
Rb (Ab-608),-0.437129025,-0.032481323,-0.123865899,-0.211576372,-0.232738149,-0.101198564,-0.236051129,-0.236498007,-0.672799707,6.272091147,0.219130445,-0.66436397,0.10244472,0.139398871,-0.28490213,-0.24241973,-0.381700805,-0.04859363,-0.096184249,-0.305582863,-0.220453163
SRF (Ab-77),-0.037657044,-0.393518643,0.360353074,0.516244833,-0.232566072,-0.437811166,-0.199448579,-0.184381009,-0.579159969,-0.332997188,-0.032828472,-0.249268924,3.043250324,-0.335397681,-0.430611518,0.00022784,-0.087284272,-0.46784332,-0.342732384,-0.371248603,-0.579635476
Abl1 (Ab-754/735),0.37521562,1.417588422,1.003399267,0.456414197,0.168194722,0.954855451,0.267708889,0.182317643,0.374111071,0.444629565,1.936223504,1.421951473,9.339188379,1.621921317,0.807228821,0.252538674,0.265842157,1.558409067,0.908064529,0.807968843,0.546545296
AKT1/2/3 (Ab-315),-0.133844817,0.426672549,0.610035876,-0.216976776,-0.15587701,0.277410092,-0.114511253,-0.214582273,-0.219653909,-0.349034828,0.252051819,0.604299484,4.237967304,0.337676407,-0.503008504,-0.296343166,-0.158175938,-0.329420917,0.454908382,0.345348551,-0.447823271
B-RAF (Ab-446),1.773645859,1.625716496,2.935699316,2.236798405,-0.18827075,-0.381270165,-0.484411211,-0.533632869,-0.415453998,-0.495719543,1.166008898,0.542205681,2.062337204,-0.156095999,-0.381212005,-0.558763603,-0.169689888,-0.869820029,-0.546197652,-0.521847637,-1.016532595
CaMK2-beta/gamma/delta (Ab-287),0.160172644,-0.827318071,-0.193445374,-0.255064376,-0.468943996,-1.042633057,-0.636151803,-0.758226634,-1.024724167,-1.272168245,-1.275434864,-1.346860203,-0.620229114,-1.169892695,-0.779845397,-1.223976213,-0.546454086,-1.143332006,-1.208629926,-1.034828618,-1.235038873
LKB1 (Ab-334),1.081700592,-0.452570546,0.88109565,1.500964769,0.106738074,-0.180614658,0.350953088,0.332412119,-0.529809566,-0.428165425,0.20437745,-0.970443888,0.058892739,-1.28651209,-0.952719846,-0.189017148,0.667310763,-0.646048966,-0.676830197,0.203148998,3.273559837
MKK3/MAP2K3 (Ab-222),-0.851937912,-0.892844785,-0.61845687,-0.135705877,-0.582663556,-0.509448781,-0.464258046,-0.525893239,-0.755391448,-0.777319767,-0.437199857,-0.848385708,-0.508667773,-0.59869779,-0.632069035,-0.859095344,-0.749503467,-0.42158792,-0.649791893,0.011000685,-1.251370793
M-CSF Receptor (Ab-809),-0.364579229,0.617160754,0.165506521,0.437803925,0.203621389,0.51220579,0.100158214,0.19505623,-0.007576145,0.149698136,0.569313155,-0.054217373,-0.04287318,0.80216267,0.390788779,0.00296209,-0.184098666,-0.033476395,0.233731489,0.097151493,0.11924116
NMDAR2B (Ab-1472),0.178400901,-0.404115627,-0.010357124,-1.02165272,-0.030880813,-0.289946983,0.218005129,0.317738384,-0.882440973,-0.564968468,-0.89296653,-0.940984086,-0.224362546,-1.069556404,0.505303674,-0.249291404,-0.033898907,-0.487606991,-0.139117504,-0.218563492,0.46185981
PECAM-1 (Ab-713),0.377963806,-0.692495185,-0.016180032,-1.498574308,-0.17298517,-0.552829442,-0.486876195,-0.376234536,-1.587650482,-1.072521424,-1.190825828,-1.195876575,-0.426414306,-0.850580515,0.194004882,-0.591921296,-0.006896255,-0.696461075,-0.559704785,-0.386594166,-0.039873922
ALK (Ab-1507),-0.250671795,0.247412337,-0.207444505,-0.347715304,-0.347409431,0.13968033,-0.518044782,-0.567701976,-0.462881511,-0.243090581,0.758863116,0.242770572,-0.187901746,-0.157738736,-0.354631894,-0.708564834,0.660941485,0.087205157,-0.28949075,-0.153238161,-0.990971626
ALK (Ab-1604),0.013979963,2.647037587,-0.310920635,1.325090771,0.238196945,0.337973806,0.405646746,-0.331677804,0.094391954,0.295663973,0.53190471,1.254974724,1.008167547,0.243631546,1.821301523,0.172494699,0.102409474,-0.488222942,-0.332732763,2.062953415,1.516547778
BLNK (Ab-96),-0.296978321,-1.688092952,0.597645088,-1.540158208,-0.687185794,-0.603479819,-0.958933429,-1.451923148,-0.834958834,-1.286130629,-1.239180623,-2.305871499,-2.452987966,-1.664742978,-0.497144682,-0.103770359,-1.465127417,-1.66662954,-1.00570757,-0.677021286,-0.291263264
ETK (Ab-40),-0.301570777,0.778193888,0.022774822,2.351168191,0.095052484,0.590412715,-0.268814515,-0.192790718,-0.191951061,-0.106227519,0.793789787,0.806119936,0.487746064,0.985339128,-0.00572868,-0.410782431,-0.191702089,0.708154997,0.312326943,0.288224293,-0.447560594
Pim-1 (Ab-309),-0.240293296,0.138760236,-0.018312395,-0.399860993,-0.110305889,-0.426606966,-0.268544728,-0.244274867,-0.378760371,-0.393949208,0.407473206,0.849504946,-0.013803551,0.191834744,-0.741126241,-0.230852631,-0.36317716,-0.361450527,-0.485658065,-0.264576908,-0.76506776
PLD1 (Ab-561),-0.214074254,0.025098002,0.019049421,-0.222338027,-0.135821957,-0.450959272,0.037406185,-0.116475596,2.34424289,-0.358091466,-0.436028506,-0.555735522,-0.503533303,-0.398090156,-0.390522605,-0.294533308,-0.22149572,-0.871100077,-0.302980916,-0.160971254,-0.118079015
BCR (Ab-360),-0.244146599,-0.075754112,-0.380762315,-0.111423803,-0.056939048,0.125654694,-0.327604058,-0.291075646,-0.464470868,-0.206542826,0.943679487,0.101806493,0.291082678,-0.027352084,-0.342554793,-0.491680629,-0.51829012,-0.041890075,-0.54388752,-0.309723261,-0.754934173
ETK (Ab-566),0.017756853,0.030731275,-0.084952947,0.407995627,-0.201871482,0.065258369,-0.245450362,-0.281161026,-0.340636573,4.033831593,0.762772181,0.264333378,0.334577675,0.42399238,0.060648644,-0.202555241,-0.312800033,0.509597494,0.131156209,0.323802088,-0.37404491
CD5 (Ab-453),0.136362615,-1.296671313,-0.635278697,-1.400486037,-0.810763359,-1.133433465,-1.061842363,-0.991788003,-1.539781183,-0.51289631,-1.133808184,-2.060268383,-1.278610517,-1.480848764,-1.032409941,-1.590874817,-0.835666398,-1.130430307,-1.017133913,-1.059091395,-2.00288709
M-CSF Receptor (Ab-561),0.164245555,0.407128035,0.06752151,-0.097430756,-0.200255741,0.239992663,-0.272769908,-0.235078641,-0.096777467,-0.096143981,1.223678969,0.24488392,0.569902207,0.505138638,0.026914059,-0.53827735,-0.368743395,0.505081896,-0.098190828,0.034537513,-0.605561863
DAPP1 (Ab-139),-0.078508866,-0.227575425,0.012037805,-0.25917687,-0.351372046,-0.575035442,-0.157037841,-0.209213816,-0.777675554,-0.656251733,-0.476294621,-0.562991031,0.176725169,-0.677247293,-0.544995527,-0.485677528,-0.417586193,-0.788866998,-0.514780162,-0.404850128,-0.482860563
DDX5/DEAD-box protein 5 (Ab-593),1.364548475,0.037747619,0.185202425,-0.358502352,-0.634708095,-1.345688751,-1.016124561,-0.836878996,-1.695817802,-1.586567045,-1.039975862,-1.679790733,-0.91098624,-1.956281348,-1.69054211,-1.610169612,-0.901377048,-2.123232199,-1.451608567,-1.498387188,-2.4903874
Raf1 (Phospho-Ser289),-0.358536248,-0.144498981,-0.186640811,-0.446353417,-0.339175193,-0.066864839,-0.299756249,-0.306146214,-0.363679363,-0.183078994,0.456108514,-0.063987978,1.340670271,-0.109247875,-0.243187681,-0.453443917,-0.479993566,-0.084920718,-0.383353173,-0.129083894,-0.712426982
VEGFR2 (Ab-1054),-0.138031182,-0.096883941,-0.021918927,-0.453540003,-0.280307358,-0.412943325,-0.448520244,-0.308620336,-0.527399845,-0.459535382,-0.208880579,-0.18427887,0.157744078,-0.483937753,-0.400032443,0.19566424,-0.407503806,-0.636101608,-0.188579077,-0.333160437,-0.927857189
Vinculin (Ab-821),0.211911032,0.130655795,0.166442244,0.581067055,0.215175489,-0.111021306,-0.353441342,-0.419079323,-0.310626507,-0.377138399,0.358753104,0.175631084,1.077001071,-0.059037002,-0.119022066,-0.547377351,-0.467695739,-0.287975651,-0.360254309,-0.374195877,-0.92501012
HRS (Ab-334),-0.009150479,0.369891105,0.226317065,0.089919735,-0.028966067,-0.32558392,0.017682456,0.026143624,-0.168066029,-0.469401867,-0.690926736,0.459023558,0.315893247,0.480647206,0.355234886,0.200672803,0.069995364,-0.304857306,0.2063434,-0.220800264,0.00568998
LCK (Phospho-Tyr393),-0.407449143,0.416945945,0.248154009,0.646296376,0.236869783,0.111179627,0.390468536,0.558857482,0.249184052,-0.026240572,0.228776883,-0.067782541,0.046438969,3.041473633,1.260851336,0.423907592,0.013051942,0.383719364,0.488146188,-0.017813535,0.634504635
MKK3/MAP2K3 (Phospho-Ser189),-0.115603181,0.114489826,0.379037631,0.24734627,-0.186180584,0.105860129,0.06237142,0.170301377,-0.181366314,0.248880802,1.133949925,1.05197391,-0.153474754,1.15375962,0.473107578,0.345885245,0.06438809,-0.07834298,0.376325475,0.059480998,-0.000709179
Chk2 (Phospho-Ser516),0.254834109,0.514796363,0.098846946,0.536927801,0.313281023,0.216878327,-0.049377075,0.042485943,-0.005279409,0.217878748,2.064899848,0.441128923,-0.073944736,1.148998628,0.455760749,2.836924929,0.234601721,-0.087669449,-0.004936148,0.554513334,0.314255183
TYK2 (Phospho-Tyr1054),-0.406248961,-0.115066163,-0.298368699,-0.174350707,-0.368110972,0.035257595,0.155905185,-0.03497224,-0.350306971,-0.230960955,-0.074544674,2.83765459,-0.424540827,0.635341613,0.215088013,0.757562867,-0.144719388,-0.4489885,-0.111331397,0.263422826,0.323876834
JAK1 (Phospho-Tyr1022),-0.545157003,-0.254654796,-0.283843326,-0.733885115,-0.038723499,-0.370683051,-0.19766038,-0.250087531,-0.544840647,-0.38646329,-0.240039492,5.718831547,-0.668730715,0.247485791,-0.087495401,0.051877181,-0.23382076,-0.653847756,-0.175104452,-0.274698141,-0.722991979
JAK2 (Phospho-Tyr221),-0.538612355,0.340974112,0.001099981,-0.12857454,-0.092710113,0.209381061,0.076411882,0.255958832,0.0885544,0.065829069,0.267907689,0.794635714,0.028634571,0.612320427,0.592231923,0.460868395,-0.002346188,-0.202229244,-0.02120684,-0.009127004,0.19720158
JAK2 (Phospho-Tyr1007),-0.125521923,0.143260135,0.113217811,-0.153721993,-0.094734029,0.109309256,0.156935765,2.92E-05,-0.003878146,0.039913612,0.248858023,0.795833475,-0.305515966,0.965080272,0.369366296,0.126626641,-0.099473553,0.141933966,0.07645436,0.176106703,-0.103756857
